ID	USER	AGENT	INTENT	ENTITIES	SLOTS
	 bonne journée	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'article': 'Valentino Donna'}, {'operation': 'refund'}]
					
conv371	 où en est le reste de ma commande N 00	 je regarde, je vous demande un instant  comme nous vous l'avons spécifié par email lors du traitement de votre commande, celle ci a été expédiée en deux colis. voici le lien du 2ème colis qui devrait vous être livré dans les prochains jours : http://www.chronopost.fr/expedier/inputLTNumbers.do?chronoNumbers=XT46600451FR	['missingItem']	[{'order': '00'}, {'missing': 'reste'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 Merci en espérant recevoir mes produits très vite	 avez vous d'autres questions ?	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 non pour le moment	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv412	 bonsoir	 que puis je faire pour vous ?	['saluer']	[]	[{'Store name': 'Parfum moins cher'}]
	 je viens de recevoir mon eau de parfum Angel que je mets depuis très longtemps. j'ai ouvert le paquet et vu la bouteille, déjà la couleur est bleu gris et l'odeur est différente de celle que j'ai encore en ma possession.   voici mon email : _Email1_	 je regarde votre commande  je vous invite à nous envoyer une photo du produit reçu par mail  à l'adresse mail : _Email2_ serviceclient.com	['damagedPackage']	[{'article': 'Angel'}, {'color': 'bleu gris'}, {'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}]
	 je le fais tout de suite   Merci	 je vous en remercie  et je vous présente toutes nos excuses	['autre', 'goodbye']	[]	[{'Store name': 'Parfum moins cher'}]
					
conv420	 bonjour,   serais je informée par sms de la livraison de ma commande dans le point relais ?	 votre commande a bien été expédiée par nos services le 08 Octobre. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition.  https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT16060086FR  un mail / sms vous sera envoyé dès que le colis sera disponible au relais	['ReceptionAlert']	[{'delivery': 'livraison'}, {'pr': 'point relais'}]	[{'Store name': 'Parfum moins cher'}]
	 ok merci, j'attends donc la livraison   bonne journée	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[{'delivery': 'livraison'}]	[{'Store name': 'Parfum moins cher'}]
					
conv438	_Name : Ca passe le code de NOEL ou NOEL02   Ca. passe pas	 sans accents  quel est le montant de votre commande hors frais de port ?	['Discount']	[{'code': 'NOEL'}, {'code': 'NOEL0'}]	[{'Store name': 'Parfum moins cher'}, {'code': 'NOEL'}, {'uppercase': 'yes'}]
	 le prada a 109€	 je vous invite à saisir le code NOEL0 en majuscules, sans espaces et sans accents	['rien']	[{'article': 'prada'}]	[{'Store name': 'Parfum moins cher'}, {'code': 'NOEL'}, {'uppercase': 'yes'}, {'code': 'NOEL0'}]
	 c'est ça j'ai fait mai Ca passe ps la réduction	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['Discount', 'non']	[{'discount': 'réduction'}]	[{'Store name': 'Parfum moins cher'}, {'code': 'NOEL'}, {'uppercase': 'yes'}, {'code': 'NOEL0'}]
					
conv443	 bonjour, pouvez vous me garantir que si je commande aujourd'hui je suis garanti de l'avoir pour Noel ?	 si le produit a une étoile rouge nous garantissons une livraison pour Noel si la commande est passée avant le 16 décembre	['deliveryTime']	[{'date': 'Noel'}]	[{'Store name': 'Parfum moins cher'}, {'date': '24/12'}]
	 ah bon il faut des étoiles rouges ?3   je vais vérifier cela alors merci bonne journée	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'date': '24/12'}]
					
conv444	 bonjour, j'ai fait une commande sur votre site et je suis inquiète car je n'ai pas de numéro de suivi   le colis n'est toujours pas parti ?	 votre commande a bien été expédiée par nos services le 18 Septembre. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition. lorsqu'il aura été pris en charge par Chronopost, vous pourrez suivre son acheminement depuis le lien suivant : https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT82087099FR	['deliveryNews']	[{'follow-up': 'numéro de suivi'}, {'mood': 'inquiète'}]	[{'Store name': 'Parfum moins cher'}]
	 il est toujours en préparation chez vous	 votre colis a été expédié  avez vous d'autres questions ?  au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['deliveryNews']	[{'store': 'chez vous'}, {'status': 'en préparation'}]	[{'Store name': 'Parfum moins cher'}]
					
conv457	 bonjour,   bonjour   je voudrais savoir où en est ma livraison en cours depuis le 14 octobre. Commande 00	 je regarde, je vous demande un instant  votre commande a bien été expédiée par nos services le 15 Octobre. comme indiqué lors du passage de votre commande, le délai de livraison avec l'option choisie est généralement compris entre 7 et 10 jours ouvrés à partir de la date d'expédition. votre colis devrait donc être remis dans le Point relais que vous avez choisi dans les prochains jours.	['deliveryNews']	[{'delivery': 'livraison'}, {'date': '14 octobre'}, {'order': '00'}]	[{'Store name': 'Parfum moins cher'}]
	 d'accord. je reçois un mail pour pouvoir le réceptionner ?	 oui Chronopost vous avertira par mail ou sms	['ReceptionAlert']	[{'channel': 'mail'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 . Merci. bonne après midi	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye', 'thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv468	 bonjour je n'ai pas de nouvelle de ma commande   il s'agit de la commande numéro 00	 votre commande 00 a bien été expédiée par nos services le 18/11/18. le délai de livraison est ensuite compris entre 7 et 10 jours ouvrés avec l'option de livraison choisie. votre colis vous parviendra dans le courant de la semaine prochaine.	['deliveryNews']	[{'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 très bien merci	 de rien, je suis à votre service. avez vous d'autres questions ?	['rien']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 non merci bonne soirée	 Merci. au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente soirée à vous également.	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv477	_Email1_2  commande 03  a quand la livraison ?	 comme l'indique votre lien de suivi, votre colis nous a été retourné	['deliveryNews']	[{'delivery': 'livraison'}, {'order': '03'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}]
	mais il devait m'être déjà livrer à mon domicile	 un email vous en informant vous a été adressé le 21/03. malheureusement, ce retour expéditeur est lié à une erreur du transporteur.	['deliveryNews']	[{'delivery': 'livrer'}, {'home': 'domicile'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}, {'operation': 'returned'}, {'place': 'home'}]
	que dois je faire aujourd'hui  recommander ou ou attendre la livraison à mon domicile comme proposer  merci	 lors de votre commande, vous aviez choisi une livraison au point relais primeur de la place 5 place _ZipCode1_ _City1_. votre colis nous a été retourné avant d'être mis à votre disposition.  je peux procéder au renvoi de votre colis ou bien au remboursement intégral de votre commande.	['deliveryNews']	[{'delivery': 'livraison'}, {'home': 'domicile'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}, {'operation': 'returned'}, {'place': 'home'}, {'place': 'point-relais'}]
	alors que faire ?10  merci de faire le revoir du colis à mon domicile1  202 rue du château des rentiers2  _ZipCode1_	 le mode d'expédition choisi initialement était en point relais. le renvoi se fera donc impérativement en point relais. cependant, si vous souhaitez une livraison à domicile, je peux procéder au remboursement intégral de votre commande afin que vous puissiez repasser une commande en livraison à domicile.	['deliveryNews', 'deliveryPlace']	[{'home': 'domicile'}, {'address': '202 rue du château des rentiers'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}, {'operation': 'returned'}, {'place': 'home'}, {'place': 'point-relais'}, {'operation': 'resend'}]
	alirs faites la livraison en point relais4  merci de le confirmer	 un instant svp, j'effectue le renvoi	['deliveryPlace']	[{'delivery': 'livraison'}, {'pr': 'point relais'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}, {'operation': 'returned'}, {'place': 'home'}, {'place': 'point-relais'}, {'operation': 'resend'}]
	merci	 je vous confirme que le renvoi a bien été effectué sous un nouveau numéro de commande ( 04 ). cette dernière est visible depuis votre espace clients et ne vous sera bien entendu pas facturée.  exceptionnellement, afin de vous dédommager pour la gêne occasionnée, j'ai pu effectuer le renvoi directement à votre domicile.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}, {'operation': 'returned'}, {'place': 'home'}, {'place': 'point-relais'}, {'operation': 'resend'}]
	merci de votre compréhension	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '03'}, {'operation': 'returned'}, {'place': 'home'}, {'place': 'point-relais'}, {'operation': 'resend'}]
					
conv510	 numéros commandés 02 et 00 du 27 mars aucune nouvelle	 nous rencontrons un retard inhabituel sur nos commandes du mois de mars et nous en sommes sincèrement désolés. nous attendons un retour du transporteur. nous vous invitons à revenir vers nous vendredi après midi si la livraison n'a pas été effectuée. Merci de votre patience et de votre compréhension.	['deliveryNews']	[{'order': '02'}, {'order': '00'}, {'date': '27 mars'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '02+00'}]
	 lorsque je vais vers le transporteur avec mon numéro de colis il me dit qu'il n'a pas d'information à propos de ce numéro de	" comme nous l'indiquons dans l'email contenant le lien de suivi, le statut peut rester en "" "" envoi prêt chez l'expéditeur "" "" durant quelques jours sans que cela n'impact la bonne livraison de votre colis. ceci est lié au fait que Chronopost ne propose pas de suivi aux Etats-Unis ; vous pourrez constater une mise à jour du suivi à l'arrivée du colis sur le territoire français dans les prochaines heures ou prochains jours."	['deliveryNews']	[{'transporter': 'transporteur'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '02+00'}, {'status': 'in process'}]
	 merci   si rien vendredi je reviens vers vous	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks', 'goodbye']	[{'date': 'vendredi'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '02+00'}, {'status': 'in process'}]
					
conv566	 je souhaite savoir où en est ma commande 00 du 1 juin 20192   _Email1_	 il semblerait que votre commande ait été perdue ou volée durant son transport. souhaitez vous son renvoi ou bien son remboursement ?	['deliveryNews']	[{'order': '00'}, {'date': '1 juin 2019'}, {'email': '_Email1_'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'email': '_Email1_'}, {'status': 'lost'}]
	 vous me la renvoyez en urgence merci	 très bien, je vais donc procéder au renvoi de votre commande. j'attire votre attention sur le fait de nous avertir au plus vite si jamais le colis initial venait finalement à vous être livré. ceci afin que le transporteur ne se retourne pas contre vous suite à l'enquête qui va être réalisée.	['deliveryNews']	[{'resend': 'renvoyez'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'email': '_Email1_'}, {'status': 'lost'}, {'operation': 'resend'}]
	 il n'y a pas de problème, je vous en remercie cordialement	 de rien, je suis à votre service. avez vous d'autres questions ?	['thanks', 'oui']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'email': '_Email1_'}, {'status': 'lost'}, {'operation': 'resend'}]
	 pas dans l'immédiat bonne journée	 très bien. alors, au nom de toute l'équipe ParfumsMoinsChers.com, je vous souhaite une agréable journée à vous également.	['non', 'goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'email': '_Email1_'}, {'status': 'lost'}, {'operation': 'resend'}]
					
conv579	 : bonjour   : pouvez vous me dire où en est ma commande 00 ?3   : adresse mail : _Email1_	 j'effectue les recherches nécessaires, je vous demande un instant.  je vous invite à suivre le lien suivant.  https://www.chronopost.fr/tracking-no-cms/suivi-page?langue=fr&listeNumerosLT=XT17207857FR  votre colis a bien été pris en charge par le transporteur, il est actuellement en transit aérien. dès son arrivée sur le sol français, c'est Chronopost qui finalisera la commande.  je suis à votre service, n'hésitez pas si vous avez d'autres questions ou besoin de conseils.	['deliveryNews']	[{'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 : merci   : bonne journée	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv612	 bonjour   je voudrais savoir LE TEMPS de livraison pour une commande	" les délais de livraison sont compris entre : - 7 et 10 jours ouvrés pour une livraison en point relais ( France métropolitaine uniquement ), - 10 et 14 jours ouvrés pour une livraison "" "" classique "" "" à domicile, - 7 et 10 jours ouvrés pour une livraison "" "" express "" "" à domicile."	['deliveryTime']	[{'delivery': 'livraison'}]	[{'Store name': 'Parfum moins cher'}]
	 Merci	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye']	[]	[{'Store name': 'Parfum moins cher'}]
					
conv655	bonjour je suis une fidèle cliente et j'aimerais commander du parfum mais encore 7.90 de frais de port ne pourrais je pas avoir les parfums sans frais de port merci	 nous ne proposons pas de livraison gratuite actuellement sur ParfumsMoinsCher.com.	['deliveryCost']	[{'fdp': 'frais de port'}, {'article': 'parfum'}]	[{'Store name': 'Parfum moins cher'}]
	ni un petit geste commercial  qui pourrait correspondre	 voici les codes de remise du moment : https://www.parfumsmoinscher.com/code-reduction.html < https://www.parfumsmoinscher.com/code-reduction.html >	['Discount']	[{'discount': 'geste commercial'}]	[{'Store name': 'Parfum moins cher'}]
	oui j'ai eu mais il faut minimum 60 euros de commande  pas grave merci quand même bonne journée	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['Discount', 'goodbye']	[]	[{'Store name': 'Parfum moins cher'}]
					
conv661	je ne peux pas aller en payment	 avez vous un message d'erreur ?	['PaymentRefused']	[{'payment': 'payment'}]	[{'Store name': 'Parfum moins cher'}]
	non	 avez vous sélectionné l'un des 3 modes de livraison ?	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}]
	non	 je vous invite à choisir l'un des 3 modes de livraison : en point relais, standard ou premium  vous devez cocher la case	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}, {'step': 'delivery'}]
	il ne sont pas affiché	 je vous invite à vider les caches de votre navigateur.  puis à recommencer	['WebsiteBug']	[]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}, {'step': 'delivery'}, {'operation': 'payment'}]
	mais je ne sais pas vider les caches ?	 je vous invite à vous déconnecter puis à recommencer votre commande	['WebsiteBug']	[{'website': 'caches'}]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}, {'step': 'delivery'}, {'operation': 'payment'}, {'cache': 'unable'}]
	quand je suis sur le total de mes achats il est maequé étape suivante et il ne veux pas le prendre	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['WebsiteBug']	[{'billing': 'total'}]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}, {'step': 'delivery'}, {'operation': 'payment'}, {'cache': 'unable'}]
					
conv714	bonjour  c'est ma première commande, 148 euros, je ne veux pas payer les frais de port, avez vous un code d'ebienvenue ?4  s'il vous plaît, merci	 les frais de port sont facturés. - pour une livraison en point relais ( France métropolitaine uniquement ), il faut ainsi compter 7.99 € pour le premier article commandé, puis 5.99 € par produit supplémentaire ensuite. le délai de livraison avec cette option est compris entre 7 et 10 jours ouvrés. - pour une livraison à l'adresse de votre choix, il faut compter 9.99 € pour un produit, puis 5.99 € par article supplémentaire ensuite. le délai de livraison avec cette option est compris entre 10 et 14 jours ouvrés.	['deliveryCost', 'Discount']	"[{'fdp': 'frais de port'}, {'discount': ""code d'ebienvenue""}]"	[{'Store name': 'Parfum moins cher'}]
					
conv719	 _Email1_2   mon paiement vient d'être refusé par votre site sur ma carte mastercard des postes italiennes  j'ai bien reçus le code d'acceptation de mon débit par la carte	. vous pouvez régler votre commande par Paypal ( qui constitue le moyen de paiement le plus sécurisé sur Internet à l'heure actuelle ).	['PaymentRefused']	[{'payment': 'paiement'}, {'website': 'site'}, {'tool': 'carte mastercard'}, {'payment': 'débit'}]	[{'Store name': 'Parfum moins cher'}, {'error': 'yes'}, {'step': 'payment'}, {'payment_tool': 'cb'}]
	spelgatti : j'ai pas trop envie de faire un compte Paypal etc. pourquoi votre site n'accepte pas mon paiement et d'autres site en France avec cette carte ça fonctionne etc. c'est vous qui refusez donc  spelgatti : quelle est la raison ?6  spelgatti : hello etc	 est ce que votre carte bancaire accepte les paiements internationaux	['PaymentTool']	[{'tool': 'Paypal'}, {'website': 'site'}, {'payment': 'paiement'}, {'place': 'France'}]	[{'Store name': 'Parfum moins cher'}, {'error': 'yes'}, {'step': 'payment'}, {'payment_tool': 'cb'}, {'paypal': ' no paypal'}]
	 oui etc car comme je vous l'ai dit précédament j'ai payé un site qui se trouve a _City1_8  etc etc   vous êtes là ?	 vous semblez avoir rencontrer un souci de paiement. nous sommes désolés de ce contretemps indépendant de notre volonté, et nous vous prions de bien vouloir nous excuser. je vous invite à contourner le souci. veuillez passer par Paypal pour faire le paiement, on vous proposera alors 2 choix soit payer avec un compte paypal soit de payer avec votre carte bancaire habituel.	[]	[{'website': 'site'}, {'place': '_City1_'}]	[{'Store name': 'Parfum moins cher'}, {'error': 'yes'}, {'step': 'payment'}, {'payment_tool': 'cb'}, {'paypal': ' no paypal'}, {'error': 'bank issue'}]
	 ok je vais essayer etc. Merci et bonne journée	au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks', 'goodbye', 'oui']	[]	[{'Store name': 'Parfum moins cher'}, {'error': 'yes'}, {'step': 'payment'}, {'payment_tool': 'cb'}, {'paypal': ' no paypal'}, {'error': 'bank issue'}]
					
conv731	 bonjour je n'arrive pas à payer   _Email1_	 avez vous un message d'erreur ?	['PaymentRefused']	[{'payment': 'payer'}]	[{'Store name': 'Parfum moins cher'}]
	 non	 pouvez vous me donner des détails concernant votre problème ?	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}]
	 je rentre mon numéro de carte et je valide ça me marque refuse	 je vous invite à contacter votre banque	['PaymentTool', 'PaymentRefused']	[{'tool': 'carte'}]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}, {'payment_tool': 'cb'}, {'step': 'payment'}]
	 je pense pas que ce soit le problème	 je vous invite à les contacter et à réessayer cet après midi. de mon côté, je vais contacter le service concerné	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'error': 'no'}, {'payment_tool': 'cb'}, {'step': 'payment'}]
					
conv750	bonjour 2  hier j'ai appelé un conseiller cela a duré longtemps pour créer mon compte et malheureusement impossible de me connecter motif il y a une erreur dans l'authentification il y a pouvez vous M, aider et vérifier merci	 je regarde, je vous demande un instant.  pouvez vous m'indiquer votre adresse mail ?	['Login']	[{'customer': 'conseiller'}, {'connection': 'connecter'}, {'connection': 'authentification'}]	[{'Store name': 'Parfum moins cher'}]
	je suis Melle mon adresse 75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_ _Email1_5  mon mot de passe _Email2_	 je ne trouve pas de compte	['rien']	[{'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'pwd': 'mot de passe'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}]
	mon Num tel 0546069825 _Phone1_7  cela fait très longtemps que j'essaie et le tel est très onéreux  ma date de naissance 16 08 1946	" aucun compte n'est associé à ces informations  vous devez vous rendre dans la rubrique "" "" mon compte "" "" puis 'je ne possède pas de compte "" ""  vous pourrez alors créer votre compte"	['CustomerComplaint']	[{'phone': 'Num tel'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}]
	cela m'a coûté 6 euros pour rien	 pouvez vous m'indiquer votre adresse ?	['CustomerComplaint']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}]
	75 av du docteur _ZipCode1_ _City2_ 	 est ce que cette adresse vous dit quelque chose ?  6 chemin de _ZipCode2_ _City1_	['rien']	[{'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}]
	absolument rien	 donc je vous confirme qu'il n'y a pas de compte à votre nom	['non']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}]
	qui est la personne qui a créer mon compte hier un arnaqueur6  avec d'autres sites aucun problèmes	 je vous invite à réessayer de créer votre compte	['CustomerComplaint', 'AccountCreation']	[{'account': 'compte'}, {'website': 'site'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}, {'complaint': 'fraud'}]
	l'adresse ne passe pas motif votre numéro de domicile n'est pas valide utilisez seulement 10 chiffres sans espace sans point8  je pense que votre société fait téléphoner les gens pour le rapport du tel	 non pas du tout  j'essaye de me renseigner	['AccountIssue', 'CustomerComplaint']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}, {'complaint': 'fraud'}]
	alors prouvez le moi en créant mon compte	 normalement je n'ai pas la possibilité de le faire mais je me renseigne pour savoir qui est votre interlocuteur	['AccountCreation']	[{'account': 'compte'}]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}, {'complaint': 'fraud'}]
	ok merci de plus il m'a fait répéter souvent	 j'ai créé votre compte  adresse mail : _Email1_  mot de passe : AZERTY	['thanks', 'CustomerComplaint']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}, {'complaint': 'fraud'}, {'email': '_Email1_'}, {'pwd': 'azerty'}]
	merci beaucoup je vais essayer	 je reste en ligne pour être certaine que vous pouvez vous connecter	['thanks', 'oui']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}, {'complaint': 'fraud'}, {'email': '_Email1_'}, {'pwd': 'azerty'}]
	super merci mille fois bonne journée	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['thanks']	[]	[{'Store name': 'Parfum moins cher'}, {'email': '_Email2_'}, {'address': '75 avenue du docteur résidence _City3_ _ZipCode1_ _City2_'}, {'complaint': 'long phone'}, {'complaint': 'expensive long phone'}, {'complaint': 'fraud'}, {'email': '_Email1_'}, {'pwd': 'azerty'}]
					
conv802	 bonjour pouvez vous m'indiquer la date prévue de livraison de ma commande N : 00 merci	 je regarde, je vous demande un instant.  votre colis est disponible au point relais  votre lien de suivi : http://www.chronopost.fr/expedier/inputLTNumbers.do?chronoNumbers=XT44737369FR	['deliveryNews']	[{'delivery': 'livraison'}, {'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 je n'ai reçu aucun message pour me prévenir etc etc   merci du renseignement et bonne journée à vous	 au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['goodbye', 'ReceptionAlert']	[{'channel': 'message'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
					
conv820	bonjour, je voudrai acheter un parfum ici en France mais donner comme cadeau à quelqu'un aux Etats Unis, est ce possible ?	 notre société est implantée aux Etats-unis  les commandes s'effectuent via notre site internet ou par téléphone en contactant notre service client	['deliveryCountry']	[{'article': 'parfum'}, {'place': 'France'}, {'place': 'USA'}]	[{'Store name': 'Parfum moins cher'}, {'country': 'USA'}]
					
conv843	 bonjour, je reviens vers vous concernant le colis que je n'ai jamais réceptionné.	 pourriez vous m'indiquer votre numéro de commande s'il vous plaît ?	['deliveryNews']	[]	[{'Store name': 'Parfum moins cher'}]
	0	 merci  j'effectue les recherches nécessaires, je vous demande un instant.  je viens de relancer le transporteur	['rien']	[{'order': '00'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}]
	 j'ai dû faire appel à l'avocat de notre entreprise pour pouvoir faire avancer ce dossier. en parallèle j'ai été obligé d'aller acheter les parfums en boutique ( qui m'a finalement coûté le même prix que chez vous grâce aux remises clients ). de cette manière, je vous demanderai un remboursement sans plus tarder comme il l'est prévu par la loi Française. aussi, si vous refuser sous prétexte de procédures Chronopost, sachez que nous sommes aussi en contrat avec Chronopost et que notre chargé d'affaire m'a fait savoir que la procédure était singulière et que c'était à la boutique de faire immédiatement le nécessaire pour répondre aux exigences de la loi. sans remboursement de votre part, je serai contraint de faire une plainte contre votre entreprise pour non respect de la législation Française dans la cadre d'un colis jamais réceptionné, et demanderai la remboursement via le fond d'aide aux victimes.	 ils ont bien eu les documents  mais cela prend toujours un peu de temps pour mener l'enquête en interne  je lis votre message je vous demande un instant  soyez rassuré dès la réponse de Chronopost nous serons en mesure de vous proposer le remboursement ou le renvoi de la marchandise mais dans un premier temps nous avons besoin que le transporteur nous réponde comme vous le comprenez bien.	['CustomerComplaint', 'deliveryNews']	[{'article': 'parfums'}, {'refund': 'remboursement'}, {'transporter': 'Chronopost'}, {'customer': 'avocat'}, {'store': 'boutique'}, {'customer': 'plainte'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'complaint': 'no package'}]
	 je reviendrai vers vous d'ici vendredi en cas de non réponse. j'espère que vous m'éviterez des procédures fastidieuses. je comprends les aléas des transports, mais je compte sur votre professionnalisme pour faire le nécessaire rapidement. bonne journée.	 je suis à votre service, n'hésitez pas si vous avez d'autres questions ou besoin de conseils.  au nom de toute l'équipe ParfumsMoinsCher.com, je vous souhaite une excellente journée.	['customer_service', 'goodbye']	[{'date': 'vendredi'}]	[{'Store name': 'Parfum moins cher'}, {'order_nbr': '00'}, {'complaint': 'no package'}]
					
conv858	 pouvez vous me dire où en est ma commande passée le 16/11/2018	 je regarde, je vous demande un instant.  votre colis a probablement été perdu ou volé lors de son transport. veuillez nous excuser pour ce problème indépendant de notre volonté. souhaitez vous que nous procédions au renvoi ( sous 10 à 14 jours ouvrés ) ou bien au remboursement de la commande non reçue ? dès réception de votre réponse, nous déposerons plainte contre le transporteur pour non livraison de commande.	['deliveryNews']	[{'date': '16/11/2018'}]	[{'Store name': 'Parfum moins cher'}]
